ip,port,protocol,state,service,version,scan_type,is_open
172.16.25.78,135,tcp,open,msrpc,Microsoft Windows RPC,Version Detection,1
172.16.16.219,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Connect Scan,1
192.168.1.49,21,tcp,open,ftp,ProFTPD 1.3.5,SYN Scan,1
172.16.4.114,23,tcp,open,telnet,Cisco IOS telnetd,Connect Scan,1
192.168.1.70,9663,udp,closed,unknown,unknown,SYN Scan,0
192.168.1.1,23,tcp,open,telnet,Linux telnetd,ACK Scan,1
172.16.10.198,19791,udp,filtered,unknown,unknown,Connect Scan,0
10.0.21.144,7307,udp,open,unknown,unknown,Version Detection,1
10.0.30.208,23,tcp,open,telnet,Linux telnetd,SYN Scan,1
172.16.17.44,80,tcp,open,http,Microsoft IIS 10.0,Connect Scan,1
192.168.1.246,21,tcp,open,ftp,vsftpd 3.0.3,ACK Scan,1
10.0.16.92,143,tcp,open,imap,Courier imapd,ACK Scan,1
10.0.20.136,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Connect Scan,1
10.0.33.155,25,tcp,open,smtp,Postfix smtpd,Connect Scan,1
172.16.18.29,5432,tcp,open,postgresql,PostgreSQL 12.5,Version Detection,1
10.0.22.64,27199,udp,closed,unknown,unknown,Version Detection,0
10.0.15.102,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
10.0.36.142,21,tcp,open,ftp,FileZilla Server,Version Detection,1
172.16.33.169,5432,tcp,open,postgresql,PostgreSQL 13.1,Connect Scan,1
192.168.1.227,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,SYN Scan,1
192.168.1.167,31161,tcp,closed,unknown,unknown,SYN Scan,0
172.16.10.223,5432,tcp,open,postgresql,PostgreSQL 13.1,Version Detection,1
192.168.1.93,135,tcp,open,msrpc,Microsoft Windows RPC,Connect Scan,1
10.0.32.61,143,tcp,open,imap,Dovecot imapd,ACK Scan,1
192.168.1.68,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Connect Scan,1
192.168.1.179,22,tcp,open,ssh,Dropbear sshd,Connect Scan,1
10.0.12.56,27017,tcp,open,mongodb,MongoDB 4.2.8,ACK Scan,1
192.168.1.75,38489,tcp,closed,unknown,unknown,Version Detection,0
192.168.1.225,60400,tcp,filtered,unknown,unknown,Version Detection,0
172.16.7.202,27017,tcp,open,mongodb,MongoDB 4.2.8,Version Detection,1
192.168.1.39,23,tcp,open,telnet,Cisco IOS telnetd,Version Detection,1
172.16.28.89,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,SYN Scan,1
172.16.22.252,22,tcp,open,ssh,OpenSSH 8.2p1,ACK Scan,1
10.0.19.247,25,tcp,open,smtp,Microsoft Exchange,Version Detection,1
192.168.1.134,445,tcp,open,microsoft-ds,Microsoft Windows 10,SYN Scan,1
10.0.7.234,8080,tcp,open,http-proxy,Tomcat 9.0,Connect Scan,1
10.0.19.51,135,tcp,open,msrpc,Microsoft Windows RPC,Version Detection,1
10.0.0.252,445,tcp,open,microsoft-ds,Microsoft Windows 10,Version Detection,1
172.16.29.162,143,tcp,open,imap,Dovecot imapd,Connect Scan,1
192.168.1.11,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,ACK Scan,1
192.168.1.129,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,ACK Scan,1
172.16.21.150,23,tcp,open,telnet,Cisco IOS telnetd,SYN Scan,1
172.16.6.205,80,tcp,open,http,Microsoft IIS 10.0,Connect Scan,1
192.168.1.39,23098,tcp,filtered,unknown,unknown,Version Detection,0
172.16.36.87,25,tcp,open,smtp,Microsoft Exchange,Connect Scan,1
172.16.37.184,23,tcp,open,telnet,Cisco IOS telnetd,SYN Scan,1
192.168.1.175,3306,tcp,open,mysql,MariaDB 10.3,ACK Scan,1
172.16.24.54,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,ACK Scan,1
10.0.15.46,25187,tcp,closed,unknown,unknown,Connect Scan,0
192.168.1.163,443,tcp,open,https,nginx 1.18.0,SYN Scan,1
192.168.1.254,143,tcp,open,imap,Dovecot imapd,SYN Scan,1
172.16.30.153,36988,udp,filtered,unknown,unknown,Version Detection,0
172.16.4.50,22,tcp,open,ssh,OpenSSH 8.2p1,Connect Scan,1
172.16.14.101,8080,tcp,open,http-proxy,Tomcat 9.0,SYN Scan,1
10.0.15.82,22,tcp,open,ssh,OpenSSH 8.2p1,SYN Scan,1
192.168.1.215,110,tcp,open,pop3,Courier pop3d,Version Detection,1
10.0.1.162,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,Connect Scan,1
192.168.1.230,110,tcp,open,pop3,Courier pop3d,Version Detection,1
10.0.4.31,8080,tcp,open,http-proxy,Tomcat 9.0,Version Detection,1
172.16.20.103,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Connect Scan,1
172.16.4.184,22,tcp,open,ssh,OpenSSH 7.6p1,Connect Scan,1
192.168.1.161,33451,tcp,filtered,unknown,unknown,Version Detection,0
192.168.1.120,443,tcp,open,https,Microsoft IIS 10.0,Connect Scan,1
172.16.5.89,27017,tcp,open,mongodb,MongoDB 4.2.8,Connect Scan,1
10.0.14.51,5432,tcp,open,postgresql,PostgreSQL 12.5,ACK Scan,1
10.0.10.170,22,tcp,open,ssh,OpenSSH 8.2p1,Version Detection,1
172.16.29.99,39904,udp,closed,unknown,unknown,SYN Scan,0
172.16.4.67,23,tcp,open,telnet,Linux telnetd,Version Detection,1
172.16.6.161,443,tcp,open,https,Microsoft IIS 10.0,Connect Scan,1
10.0.12.91,110,tcp,open,pop3,Dovecot pop3d,Connect Scan,1
10.0.37.183,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Connect Scan,1
10.0.32.96,80,tcp,open,http,nginx 1.18.0,ACK Scan,1
10.0.14.119,53,udp,open,domain,ISC BIND 9.11,ACK Scan,1
192.168.1.189,25,tcp,open,smtp,Microsoft Exchange,ACK Scan,1
172.16.18.207,3306,tcp,open,mysql,MariaDB 10.3,Version Detection,1
10.0.4.217,5839,tcp,closed,unknown,unknown,Connect Scan,0
10.0.12.155,27017,tcp,open,mongodb,MongoDB 4.4.1,SYN Scan,1
10.0.35.8,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,SYN Scan,1
192.168.1.5,110,tcp,open,pop3,Courier pop3d,SYN Scan,1
10.0.17.183,443,tcp,open,https,nginx 1.18.0,SYN Scan,1
10.0.27.105,29851,tcp,closed,unknown,unknown,Version Detection,0
192.168.1.235,48725,udp,closed,unknown,unknown,Connect Scan,0
10.0.4.137,321,tcp,filtered,unknown,unknown,Connect Scan,0
192.168.1.162,3306,tcp,open,mysql,MySQL 5.7.33,Version Detection,1
172.16.21.104,27017,tcp,open,mongodb,MongoDB 4.4.1,Connect Scan,1
10.0.10.116,2117,udp,filtered,unknown,unknown,Version Detection,0
192.168.1.4,18646,udp,filtered,unknown,unknown,Connect Scan,0
192.168.1.20,80,tcp,open,http,nginx 1.18.0,SYN Scan,1
192.168.1.5,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Version Detection,1
10.0.16.31,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Version Detection,1
192.168.1.245,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,SYN Scan,1
172.16.22.100,48650,udp,filtered,unknown,unknown,Connect Scan,0
10.0.8.209,8080,tcp,open,http-proxy,Jetty 9.4,ACK Scan,1
172.16.25.35,3306,tcp,open,mysql,MySQL 5.7.33,ACK Scan,1
10.0.27.190,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Connect Scan,1
172.16.28.136,32304,udp,closed,unknown,unknown,Version Detection,0
172.16.15.183,35917,udp,closed,unknown,unknown,Connect Scan,0
10.0.26.200,21,tcp,open,ftp,FileZilla Server,ACK Scan,1
10.0.29.122,3031,udp,closed,unknown,unknown,Connect Scan,0
192.168.1.153,22,tcp,open,ssh,Dropbear sshd,Connect Scan,1
192.168.1.216,53,udp,open,domain,ISC BIND 9.11,ACK Scan,1
192.168.1.222,23,tcp,open,telnet,Cisco IOS telnetd,Connect Scan,1
172.16.38.179,23,tcp,open,telnet,Cisco IOS telnetd,Connect Scan,1
192.168.1.93,56439,tcp,closed,unknown,unknown,Version Detection,0
172.16.15.183,53,udp,open,domain,ISC BIND 9.11,ACK Scan,1
192.168.1.145,443,tcp,open,https,Apache httpd 2.4.41,Version Detection,1
10.0.8.71,143,tcp,open,imap,Dovecot imapd,Connect Scan,1
172.16.22.1,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,ACK Scan,1
192.168.1.192,55661,udp,closed,unknown,unknown,Connect Scan,0
172.16.32.167,17187,udp,closed,unknown,unknown,Connect Scan,0
192.168.1.141,143,tcp,open,imap,Courier imapd,ACK Scan,1
172.16.31.177,65271,tcp,filtered,unknown,unknown,Connect Scan,0
172.16.10.0,27017,tcp,open,mongodb,MongoDB 4.2.8,ACK Scan,1
172.16.35.111,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
172.16.21.38,135,tcp,open,msrpc,Microsoft Windows RPC,Connect Scan,1
172.16.31.136,143,tcp,open,imap,Courier imapd,Connect Scan,1
172.16.18.109,18535,tcp,filtered,unknown,unknown,Version Detection,0
10.0.21.91,3306,tcp,open,mysql,MySQL 5.7.33,Version Detection,1
172.16.23.155,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,SYN Scan,1
192.168.1.35,27017,tcp,open,mongodb,MongoDB 4.4.1,Connect Scan,1
10.0.20.148,23,tcp,open,telnet,Linux telnetd,ACK Scan,1
192.168.1.234,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Connect Scan,1
10.0.27.249,22,tcp,open,ssh,Dropbear sshd,Version Detection,1
10.0.19.71,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,Connect Scan,1
10.0.1.234,27017,tcp,open,mongodb,MongoDB 4.2.8,ACK Scan,1
10.0.1.87,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Version Detection,1
172.16.21.45,110,tcp,open,pop3,Courier pop3d,Version Detection,1
10.0.31.244,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Version Detection,1
172.16.7.44,80,tcp,open,http,Microsoft IIS 10.0,ACK Scan,1
10.0.2.179,3306,tcp,open,mysql,MariaDB 10.3,SYN Scan,1
192.168.1.8,49573,udp,filtered,unknown,unknown,Version Detection,0
10.0.16.64,25,tcp,open,smtp,Exim smtpd,ACK Scan,1
10.0.8.159,27017,tcp,open,mongodb,MongoDB 4.4.1,SYN Scan,1
172.16.9.249,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Version Detection,1
192.168.1.113,443,tcp,open,https,nginx 1.18.0,SYN Scan,1
192.168.1.25,25,tcp,open,smtp,Microsoft Exchange,Connect Scan,1
10.0.6.136,110,tcp,open,pop3,Courier pop3d,Version Detection,1
192.168.1.1,143,tcp,open,imap,Courier imapd,ACK Scan,1
192.168.1.171,22,tcp,open,ssh,OpenSSH 8.2p1,ACK Scan,1
192.168.1.92,143,tcp,open,imap,Courier imapd,ACK Scan,1
10.0.8.181,135,tcp,open,msrpc,Microsoft Windows RPC,Connect Scan,1
192.168.1.249,143,tcp,open,imap,Dovecot imapd,ACK Scan,1
10.0.37.29,44764,udp,filtered,unknown,unknown,Connect Scan,0
192.168.1.80,54817,udp,closed,unknown,unknown,SYN Scan,0
172.16.30.67,25,tcp,open,smtp,Postfix smtpd,SYN Scan,1
192.168.1.210,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Version Detection,1
192.168.1.8,9441,tcp,closed,unknown,unknown,Connect Scan,0
192.168.1.32,22,tcp,open,ssh,Dropbear sshd,Version Detection,1
10.0.34.235,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Version Detection,1
192.168.1.171,21,tcp,open,ftp,vsftpd 3.0.3,Connect Scan,1
192.168.1.42,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Connect Scan,1
192.168.1.152,27017,tcp,open,mongodb,MongoDB 4.4.1,Connect Scan,1
172.16.0.87,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,ACK Scan,1
172.16.28.35,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Version Detection,1
172.16.30.162,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Connect Scan,1
192.168.1.37,5432,tcp,open,postgresql,PostgreSQL 13.1,ACK Scan,1
192.168.1.23,110,tcp,open,pop3,Courier pop3d,Connect Scan,1
192.168.1.62,27017,tcp,open,mongodb,MongoDB 4.4.1,SYN Scan,1
172.16.37.175,1648,tcp,closed,unknown,unknown,Connect Scan,0
172.16.28.87,5432,tcp,open,postgresql,PostgreSQL 12.5,ACK Scan,1
172.16.16.105,8080,tcp,open,http-proxy,Tomcat 9.0,Version Detection,1
192.168.1.38,110,tcp,open,pop3,Courier pop3d,Version Detection,1
10.0.38.71,21,tcp,open,ftp,ProFTPD 1.3.5,ACK Scan,1
10.0.28.98,135,tcp,open,msrpc,Microsoft Windows RPC,Version Detection,1
172.16.4.109,22,tcp,open,ssh,Dropbear sshd,ACK Scan,1
192.168.1.84,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Connect Scan,1
192.168.1.235,927,tcp,closed,unknown,unknown,SYN Scan,0
192.168.1.35,25,tcp,open,smtp,Postfix smtpd,Connect Scan,1
172.16.14.15,25,tcp,open,smtp,Postfix smtpd,ACK Scan,1
10.0.24.159,5432,tcp,open,postgresql,PostgreSQL 12.5,Connect Scan,1
172.16.35.205,143,tcp,open,imap,Dovecot imapd,Version Detection,1
10.0.1.217,443,tcp,open,https,nginx 1.18.0,Connect Scan,1
172.16.2.83,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,SYN Scan,1
10.0.7.53,8080,tcp,open,http-proxy,Jetty 9.4,Version Detection,1
192.168.1.187,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,SYN Scan,1
172.16.35.121,443,tcp,open,https,Apache httpd 2.4.41,Version Detection,1
10.0.36.22,80,tcp,open,http,Microsoft IIS 10.0,SYN Scan,1
172.16.13.72,22,tcp,open,ssh,OpenSSH 7.6p1,ACK Scan,1
172.16.8.166,22,tcp,open,ssh,OpenSSH 8.2p1,ACK Scan,1
10.0.1.251,143,tcp,open,imap,Dovecot imapd,ACK Scan,1
10.0.7.233,22,tcp,open,ssh,OpenSSH 8.2p1,Version Detection,1
10.0.30.22,23,tcp,open,telnet,Cisco IOS telnetd,Connect Scan,1
172.16.24.176,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
192.168.1.60,46425,udp,closed,unknown,unknown,Version Detection,0
10.0.33.73,21080,udp,filtered,unknown,unknown,Connect Scan,0
192.168.1.26,143,tcp,open,imap,Dovecot imapd,SYN Scan,1
10.0.28.121,8080,tcp,open,http-proxy,Jetty 9.4,Connect Scan,1
10.0.34.45,58833,tcp,closed,unknown,unknown,SYN Scan,0
192.168.1.43,45774,udp,closed,unknown,unknown,Version Detection,0
10.0.35.173,23,tcp,open,telnet,Linux telnetd,Version Detection,1
172.16.15.134,25,tcp,open,smtp,Postfix smtpd,SYN Scan,1
10.0.33.184,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Version Detection,1
10.0.35.143,53,udp,open,domain,ISC BIND 9.11,Version Detection,1
192.168.1.235,110,tcp,open,pop3,Dovecot pop3d,Version Detection,1
192.168.1.86,3306,tcp,open,mysql,MariaDB 10.3,ACK Scan,1
192.168.1.225,80,tcp,open,http,Apache httpd 2.4.41,Connect Scan,1
172.16.3.173,35651,tcp,closed,unknown,unknown,Version Detection,0
192.168.1.150,445,tcp,open,microsoft-ds,Microsoft Windows 10,ACK Scan,1
192.168.1.135,135,tcp,open,msrpc,Microsoft Windows RPC,SYN Scan,1
10.0.18.27,26780,tcp,closed,unknown,unknown,Connect Scan,0
10.0.33.246,23,tcp,open,telnet,Cisco IOS telnetd,Connect Scan,1
172.16.4.237,3306,tcp,open,mysql,MySQL 5.7.33,Connect Scan,1
172.16.12.70,47208,udp,filtered,unknown,unknown,Version Detection,0
172.16.21.47,23,tcp,open,telnet,Cisco IOS telnetd,Version Detection,1
172.16.31.176,21,tcp,open,ftp,FileZilla Server,Version Detection,1
192.168.1.12,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Version Detection,1
192.168.1.34,443,tcp,open,https,nginx 1.18.0,Connect Scan,1
10.0.36.63,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,ACK Scan,1
192.168.1.199,143,tcp,open,imap,Courier imapd,Version Detection,1
172.16.31.209,3306,tcp,open,mysql,MySQL 5.7.33,ACK Scan,1
10.0.18.196,22,tcp,open,ssh,Dropbear sshd,Version Detection,1
192.168.1.94,44130,udp,filtered,unknown,unknown,ACK Scan,0
10.0.8.28,143,tcp,open,imap,Courier imapd,ACK Scan,1
10.0.34.115,39450,tcp,filtered,unknown,unknown,Version Detection,0
192.168.1.177,5432,tcp,open,postgresql,PostgreSQL 12.5,Connect Scan,1
172.16.19.232,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,SYN Scan,1
10.0.29.172,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Connect Scan,1
192.168.1.235,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Version Detection,1
10.0.4.225,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,Version Detection,1
10.0.20.232,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,SYN Scan,1
172.16.7.137,443,tcp,open,https,Apache httpd 2.4.41,Version Detection,1
10.0.3.63,4974,udp,closed,unknown,unknown,Connect Scan,0
172.16.32.59,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
10.0.4.176,28671,tcp,closed,unknown,unknown,Version Detection,0
10.0.17.134,3306,tcp,open,mysql,MySQL 5.7.33,Version Detection,1
10.0.10.238,5432,tcp,open,postgresql,PostgreSQL 12.5,ACK Scan,1
192.168.1.33,110,tcp,open,pop3,Dovecot pop3d,Version Detection,1
192.168.1.185,135,tcp,open,msrpc,Microsoft Windows RPC,Version Detection,1
172.16.9.164,110,tcp,open,pop3,Dovecot pop3d,ACK Scan,1
172.16.9.45,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Version Detection,1
10.0.6.218,8080,tcp,open,http-proxy,Jetty 9.4,Version Detection,1
192.168.1.225,5432,tcp,open,postgresql,PostgreSQL 12.5,SYN Scan,1
172.16.10.190,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Connect Scan,1
172.16.20.240,27017,tcp,open,mongodb,MongoDB 4.2.8,Version Detection,1
192.168.1.36,46162,udp,closed,unknown,unknown,ACK Scan,0
10.0.17.2,8080,tcp,open,http-proxy,Tomcat 9.0,Version Detection,1
10.0.32.193,110,tcp,open,pop3,Courier pop3d,SYN Scan,1
10.0.0.226,3306,tcp,open,mysql,MariaDB 10.3,Connect Scan,1
10.0.13.249,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Connect Scan,1
10.0.36.164,27017,tcp,open,mongodb,MongoDB 4.2.8,Version Detection,1
192.168.1.110,3306,tcp,open,mysql,MySQL 5.7.33,SYN Scan,1
172.16.26.45,23,tcp,open,telnet,Cisco IOS telnetd,Version Detection,1
192.168.1.107,53,udp,open,domain,dnsmasq 2.79,Connect Scan,1
192.168.1.17,3410,tcp,open,unknown,unknown,SYN Scan,1
192.168.1.254,21,tcp,open,ftp,FileZilla Server,Version Detection,1
172.16.22.112,110,tcp,open,pop3,Dovecot pop3d,SYN Scan,1
10.0.20.1,21,tcp,open,ftp,vsftpd 3.0.3,ACK Scan,1
192.168.1.13,110,tcp,open,pop3,Courier pop3d,ACK Scan,1
10.0.33.221,80,tcp,open,http,Microsoft IIS 10.0,Version Detection,1
10.0.36.30,135,tcp,open,msrpc,Microsoft Windows RPC,ACK Scan,1
172.16.0.70,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Version Detection,1
192.168.1.161,8080,tcp,open,http-proxy,Tomcat 9.0,ACK Scan,1
192.168.1.226,64377,tcp,closed,unknown,unknown,Connect Scan,0
192.168.1.169,23,tcp,open,telnet,Linux telnetd,SYN Scan,1
10.0.29.43,3306,tcp,open,mysql,MySQL 5.7.33,Version Detection,1
192.168.1.189,443,tcp,open,https,nginx 1.18.0,SYN Scan,1
172.16.34.172,53,udp,open,domain,dnsmasq 2.79,ACK Scan,1
172.16.34.82,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Connect Scan,1
10.0.32.12,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Connect Scan,1
10.0.33.157,23,tcp,open,telnet,Linux telnetd,Connect Scan,1
192.168.1.241,53,udp,open,domain,dnsmasq 2.79,Connect Scan,1
192.168.1.171,110,tcp,open,pop3,Dovecot pop3d,SYN Scan,1
192.168.1.56,21,tcp,open,ftp,ProFTPD 1.3.5,SYN Scan,1
172.16.1.83,8080,tcp,open,http-proxy,Tomcat 9.0,ACK Scan,1
192.168.1.132,143,tcp,open,imap,Courier imapd,Version Detection,1
10.0.18.178,40218,tcp,filtered,unknown,unknown,Version Detection,0
172.16.30.143,8080,tcp,open,http-proxy,Tomcat 9.0,Connect Scan,1
192.168.1.135,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,SYN Scan,1
192.168.1.2,22,tcp,open,ssh,OpenSSH 8.2p1,ACK Scan,1
192.168.1.212,25,tcp,open,smtp,Postfix smtpd,Connect Scan,1
10.0.26.245,23,tcp,open,telnet,Linux telnetd,ACK Scan,1
172.16.28.30,21,tcp,open,ftp,ProFTPD 1.3.5,ACK Scan,1
172.16.20.216,5432,tcp,open,postgresql,PostgreSQL 13.1,Connect Scan,1
192.168.1.139,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,ACK Scan,1
192.168.1.167,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Connect Scan,1
10.0.13.112,5432,tcp,open,postgresql,PostgreSQL 13.1,ACK Scan,1
172.16.37.220,8080,tcp,open,http-proxy,Jetty 9.4,ACK Scan,1
10.0.37.134,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
192.168.1.219,21,tcp,open,ftp,vsftpd 3.0.3,Version Detection,1
172.16.22.124,445,tcp,open,microsoft-ds,Microsoft Windows 10,ACK Scan,1
172.16.17.86,23,tcp,open,telnet,Linux telnetd,SYN Scan,1
172.16.17.197,7553,udp,open,unknown,unknown,ACK Scan,1
192.168.1.166,55216,tcp,closed,unknown,unknown,Version Detection,0
10.0.26.187,8080,tcp,open,http-proxy,Jetty 9.4,Connect Scan,1
172.16.1.224,445,tcp,open,microsoft-ds,Microsoft Windows 10,Connect Scan,1
10.0.28.40,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Version Detection,1
172.16.13.99,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Version Detection,1
10.0.35.2,53314,udp,closed,unknown,unknown,Version Detection,0
172.16.0.52,3727,udp,closed,unknown,unknown,SYN Scan,0
192.168.1.156,143,tcp,open,imap,Courier imapd,SYN Scan,1
192.168.1.137,443,tcp,open,https,Microsoft IIS 10.0,ACK Scan,1
172.16.11.1,36094,tcp,filtered,unknown,unknown,Connect Scan,0
172.16.1.102,11025,tcp,closed,unknown,unknown,Connect Scan,0
10.0.27.129,3306,tcp,open,mysql,MariaDB 10.3,ACK Scan,1
10.0.35.249,443,tcp,open,https,Apache httpd 2.4.41,Connect Scan,1
192.168.1.156,22,tcp,open,ssh,Dropbear sshd,Version Detection,1
10.0.36.22,19186,udp,closed,unknown,unknown,SYN Scan,0
192.168.1.88,135,tcp,open,msrpc,Microsoft Windows RPC,SYN Scan,1
192.168.1.107,110,tcp,open,pop3,Dovecot pop3d,SYN Scan,1
172.16.22.222,3306,tcp,open,mysql,MySQL 5.7.33,Version Detection,1
10.0.6.216,8080,tcp,open,http-proxy,Tomcat 9.0,SYN Scan,1
10.0.26.74,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
172.16.19.247,8080,tcp,open,http-proxy,Jetty 9.4,ACK Scan,1
10.0.16.196,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,ACK Scan,1
192.168.1.108,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,ACK Scan,1
172.16.39.15,29241,udp,closed,unknown,unknown,ACK Scan,0
10.0.14.200,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Version Detection,1
10.0.11.44,21,tcp,open,ftp,vsftpd 3.0.3,ACK Scan,1
10.0.32.223,445,tcp,open,microsoft-ds,Microsoft Windows 10,Version Detection,1
172.16.9.70,53,udp,open,domain,ISC BIND 9.11,Connect Scan,1
192.168.1.219,3306,tcp,open,mysql,MySQL 5.7.33,SYN Scan,1
172.16.14.119,3306,tcp,open,mysql,MariaDB 10.3,SYN Scan,1
172.16.35.107,53,udp,open,domain,dnsmasq 2.79,Version Detection,1
192.168.1.187,8080,tcp,open,http-proxy,Tomcat 9.0,SYN Scan,1
192.168.1.116,27017,tcp,open,mongodb,MongoDB 4.4.1,Version Detection,1
192.168.1.102,110,tcp,open,pop3,Dovecot pop3d,Connect Scan,1
10.0.4.155,6144,tcp,filtered,unknown,unknown,Version Detection,0
192.168.1.113,23,tcp,open,telnet,Linux telnetd,Version Detection,1
192.168.1.192,8080,tcp,open,http-proxy,Jetty 9.4,Connect Scan,1
10.0.23.183,80,tcp,open,http,nginx 1.18.0,Connect Scan,1
192.168.1.38,21,tcp,open,ftp,ProFTPD 1.3.5,Version Detection,1
172.16.20.171,56873,tcp,closed,unknown,unknown,Connect Scan,0
192.168.1.206,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,SYN Scan,1
192.168.1.71,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,Connect Scan,1
10.0.32.232,25,tcp,open,smtp,Microsoft Exchange,SYN Scan,1
10.0.24.224,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
10.0.32.129,80,tcp,open,http,nginx 1.18.0,ACK Scan,1
172.16.25.136,3306,tcp,open,mysql,MySQL 5.7.33,SYN Scan,1
192.168.1.117,110,tcp,open,pop3,Dovecot pop3d,Connect Scan,1
10.0.4.234,53,udp,open,domain,dnsmasq 2.79,SYN Scan,1
172.16.1.255,51426,udp,closed,unknown,unknown,ACK Scan,0
172.16.34.198,25,tcp,open,smtp,Postfix smtpd,ACK Scan,1
10.0.26.96,110,tcp,open,pop3,Courier pop3d,Connect Scan,1
192.168.1.68,53,udp,open,domain,dnsmasq 2.79,Version Detection,1
172.16.30.65,53,udp,open,domain,dnsmasq 2.79,Connect Scan,1
172.16.23.210,22,tcp,open,ssh,Dropbear sshd,ACK Scan,1
192.168.1.94,53,udp,open,domain,ISC BIND 9.11,Connect Scan,1
172.16.12.107,23,tcp,open,telnet,Cisco IOS telnetd,Connect Scan,1
172.16.4.215,25625,tcp,closed,unknown,unknown,Connect Scan,0
192.168.1.163,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,SYN Scan,1
192.168.1.154,15786,tcp,filtered,unknown,unknown,Version Detection,0
192.168.1.59,80,tcp,open,http,nginx 1.18.0,ACK Scan,1
10.0.0.152,5432,tcp,open,postgresql,PostgreSQL 12.5,Version Detection,1
172.16.6.148,3306,tcp,open,mysql,MariaDB 10.3,Connect Scan,1
172.16.33.44,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
172.16.5.82,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Connect Scan,1
